source,input_text,output_text,normalized_input,structured_text
gretelai/symptom_to_diagnosis,I'm always thirsty and I pee a lot. I feel really tired and I'm always getting lost. I can't see very well anymore.,diabetes,i m always thirsty and i pee a lot i feel really tired and i m always getting lost i can t see very well anymore,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I'm always thirsty and I pee a lot. I feel really tired and I'm always getting lost. I can't see very well anymore.
POSSIBLE_CONDITION: diabetes
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I'm having trouble breathing and I'm really uncomfortable. My throat is full of phlegm and I'm sweating a lot. My heart is racing and my chest hurts. I'm coughing up red mucus.,pneumonia,i m having trouble breathing and i m really uncomfortable my throat is full of phlegm and i m sweating a lot my heart is racing and my chest hurts i m coughing up red mucus,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I'm having trouble breathing and I'm really uncomfortable. My throat is full of phlegm and I'm sweating a lot. My heart is racing and my chest hurts. I'm coughing up red mucus.
POSSIBLE_CONDITION: pneumonia
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a really high fever, I'm so itchy, I'm shaking and I've been throwing up. I've also got a headache and I've been sweating a lot. I'm also feeling really sick to my stomach and my muscles are aching.",malaria,i have a really high fever i m so itchy i m shaking and i ve been throwing up i ve also got a headache and i ve been sweating a lot i m also feeling really sick to my stomach and my muscles are aching,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a really high fever, I'm so itchy, I'm shaking and I've been throwing up. I've also got a headache and I've been sweating a lot. I'm also feeling really sick to my stomach and my muscles are aching.
POSSIBLE_CONDITION: malaria
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been vomiting and having diarrhea for a few days. I've also been having a fever, constipation, and headache. I'm having a hard time staying hydrated.",typhoid,i ve been vomiting and having diarrhea for a few days i ve also been having a fever constipation and headache i m having a hard time staying hydrated,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been vomiting and having diarrhea for a few days. I've also been having a fever, constipation, and headache. I'm having a hard time staying hydrated.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been experiencing muscular weakness and stiffness in my neck recently. My joints have swollen, making it hard for me to move around without getting stiff. Walking has also been very painful.",arthritis,i ve been experiencing muscular weakness and stiffness in my neck recently my joints have swollen making it hard for me to move around without getting stiff walking has also been very painful,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been experiencing muscular weakness and stiffness in my neck recently. My joints have swollen, making it hard for me to move around without getting stiff. Walking has also been very painful.
POSSIBLE_CONDITION: arthritis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been feeling sick to my stomach and have been throwing up. My head hurts really bad and I have some red spots on my arms.,dengue,i have been feeling sick to my stomach and have been throwing up my head hurts really bad and i have some red spots on my arms,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been feeling sick to my stomach and have been throwing up. My head hurts really bad and I have some red spots on my arms.
POSSIBLE_CONDITION: dengue
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,My legs have been swollen for a few days. I can see the veins bulging out of my skin. This is not normal for me.,varicose veins,my legs have been swollen for a few days i can see the veins bulging out of my skin this is not normal for me,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: My legs have been swollen for a few days. I can see the veins bulging out of my skin. This is not normal for me.
POSSIBLE_CONDITION: varicose veins
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a fever and my stomach hurts. I have to pee all the time, and it hurts when I do. The pain is always there, and it gets worse at night. My pee smells bad.",urinary tract infection,i have a fever and my stomach hurts i have to pee all the time and it hurts when i do the pain is always there and it gets worse at night my pee smells bad,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a fever and my stomach hurts. I have to pee all the time, and it hurts when I do. The pain is always there, and it gets worse at night. My pee smells bad.
POSSIBLE_CONDITION: urinary tract infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a dry cough that just won't go away. I also have this problem with my infections not healing and I have palpitations.,diabetes,i have a dry cough that just won t go away i also have this problem with my infections not healing and i have palpitations,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a dry cough that just won't go away. I also have this problem with my infections not healing and I have palpitations.
POSSIBLE_CONDITION: diabetes
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been feeling really sick. I have a runny nose and a lot of congestion. I've been coughing a lot and I have a lot of chest pain. My fever is really high and I've been feeling really achy.,common cold,i ve been feeling really sick i have a runny nose and a lot of congestion i ve been coughing a lot and i have a lot of chest pain my fever is really high and i ve been feeling really achy,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really sick. I have a runny nose and a lot of congestion. I've been coughing a lot and I have a lot of chest pain. My fever is really high and I've been feeling really achy.
POSSIBLE_CONDITION: common cold
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have breathing problems, especially when I'm outside. I'm suddenly flushed and perspiring. I get yeast infections and urinary tract infections a lot.",diabetes,i have breathing problems especially when i m outside i m suddenly flushed and perspiring i get yeast infections and urinary tract infections a lot,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have breathing problems, especially when I'm outside. I'm suddenly flushed and perspiring. I get yeast infections and urinary tract infections a lot.
POSSIBLE_CONDITION: diabetes
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having headaches and migraines, and I can't sleep. I've been shaking and shivering all over. Sometimes I feel lightheaded.",drug reaction,i ve been having headaches and migraines and i can t sleep i ve been shaking and shivering all over sometimes i feel lightheaded,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having headaches and migraines, and I can't sleep. I've been shaking and shivering all over. Sometimes I feel lightheaded.
POSSIBLE_CONDITION: drug reaction
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have diarrhea and a severe pain in my belly. I don't want to eat anything and I have a headache.,typhoid,i have diarrhea and a severe pain in my belly i don t want to eat anything and i have a headache,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have diarrhea and a severe pain in my belly. I don't want to eat anything and I have a headache.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have heartburn and indigestion. I often vomit whatever I eat and have difficulty swallowing food. I have a nagging pain in my upper abdomen. I have a hard time sleeping because of the pain.,gastroesophageal reflux disease,i have heartburn and indigestion i often vomit whatever i eat and have difficulty swallowing food i have a nagging pain in my upper abdomen i have a hard time sleeping because of the pain,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have heartburn and indigestion. I often vomit whatever I eat and have difficulty swallowing food. I have a nagging pain in my upper abdomen. I have a hard time sleeping because of the pain.
POSSIBLE_CONDITION: gastroesophageal reflux disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really sick lately. I've been coughing a lot, and I've been having trouble breathing. I've also been having chills and a fever. I've been feeling really weak and tired. I've also been coughing up a lot of phlegm.",pneumonia,i ve been feeling really sick lately i ve been coughing a lot and i ve been having trouble breathing i ve also been having chills and a fever i ve been feeling really weak and tired i ve also been coughing up a lot of phlegm,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really sick lately. I've been coughing a lot, and I've been having trouble breathing. I've also been having chills and a fever. I've been feeling really weak and tired. I've also been coughing up a lot of phlegm.
POSSIBLE_CONDITION: pneumonia
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a lot of nausea and chest pain. My chest has been hurting for a while now. I shiver a lot and I'm really anxious.,drug reaction,i have a lot of nausea and chest pain my chest has been hurting for a while now i shiver a lot and i m really anxious,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a lot of nausea and chest pain. My chest has been hurting for a while now. I shiver a lot and I'm really anxious.
POSSIBLE_CONDITION: drug reaction
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been having a headache, chest pain, dizziness, and trouble with my balance. It has also been hard for me to focus and concentrate.",hypertension,i have been having a headache chest pain dizziness and trouble with my balance it has also been hard for me to focus and concentrate,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having a headache, chest pain, dizziness, and trouble with my balance. It has also been hard for me to focus and concentrate.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having a lot of itching on my skin, and sometimes it turns into a rash. There are also some weird patches of skin that are a different color than the rest of me, and sometimes I get little pimples that look like nodules.",fungal infection,i ve been having a lot of itching on my skin and sometimes it turns into a rash there are also some weird patches of skin that are a different color than the rest of me and sometimes i get little pimples that look like nodules,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a lot of itching on my skin, and sometimes it turns into a rash. There are also some weird patches of skin that are a different color than the rest of me, and sometimes I get little pimples that look like nodules.
POSSIBLE_CONDITION: fungal infection
SOURCE: gretelai/symptom_to_diagnosis"
